"Reporting starts","Reporting ends","Ad name",Age,Gender,"Ad delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (IDR)",Impressions,Reach,Ends,"Attribution setting",Bid,"Bid type","Last significant edit","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Reaction/Reach,"Post engagements","Link clicks","CTR (link click-through rate)",Frequency,"Instagram follows","Page engagement","Results (initial)","Results (initial) indicator"
2026-07-01,2026-07-31,"Aldi Taher",55-64,female,inactive,9401,reach,1502.39336241,30000,Daily,14124,10545,9401,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00053186,6,,,1.121689,0,6,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,male,inactive,23261,reach,1606.42276772,30000,Daily,37367,27653,23261,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00068785,18,,,1.188814,0,18,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,unknown,inactive,69,reach,1840.57971014,30000,Daily,127,86,69,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.246377,0,,,
2026-07-01,2026-07-31,"Aldi Taher",65+,female,inactive,4549,reach,1532.20488019,30000,Daily,6970,5204,4549,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00065949,3,,,1.143988,0,3,,
2026-07-01,2026-07-31,"Aldi Taher",65+,male,inactive,11221,reach,1537.29614116,30000,Daily,17250,12691,11221,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00035647,4,,,1.131004,0,4,,
2026-07-01,2026-07-31,"Aldi Taher",65+,unknown,inactive,49,reach,1693.87755102,30000,Daily,83,61,49,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.244898,0,,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,female,inactive,5,actions:post_interaction_gross,86,30000,Daily,430,31,27,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.18518519,5,,,1.148148,0,5,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,male,inactive,7,actions:post_interaction_gross,58.85714286,30000,Daily,412,31,27,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.25925926,7,,,1.148148,0,7,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,female,inactive,16,actions:post_interaction_gross,77.875,30000,Daily,1246,75,69,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.2173913,16,,,1.086957,0,16,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,male,inactive,29,actions:post_interaction_gross,64.31034483,30000,Daily,1865,120,102,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.2745098,29,,,1.176471,0,29,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,unknown,inactive,1,actions:post_interaction_gross,63,30000,Daily,63,4,3,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.33333333,1,,,1.333333,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,female,inactive,7,actions:post_interaction_gross,70.42857143,30000,Daily,493,24,24,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.25,7,,,1,0,7,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,male,inactive,13,actions:post_interaction_gross,62.76923077,30000,Daily,816,41,38,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.31578947,13,,,1.078947,0,13,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,female,inactive,4,actions:post_interaction_gross,123.25,30000,Daily,493,18,15,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.26666667,4,,,1.2,0,4,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,male,inactive,8,actions:post_interaction_gross,60.125,30000,Daily,481,23,15,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.53333333,8,,,1.533333,0,8,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,female,inactive,1,actions:post_interaction_gross,88,30000,Daily,88,5,5,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.2,1,,,1,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,male,inactive,5,actions:post_interaction_gross,49,30000,Daily,245,10,5,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.8,5,,,2,0,5,,
2026-07-01,2026-07-31,"Aldi Taher",65+,female,inactive,,,,30000,Daily,42,4,4,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",65+,male,inactive,2,actions:post_interaction_gross,58.5,30000,Daily,117,6,6,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.33333333,2,,,1,0,2,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,female,not_delivering,3189,reach,1694.57510191,50000,Daily,5404,3618,3189,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00031358,118,,,1.134525,0,118,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,male,not_delivering,5275,reach,1662.74881517,50000,Daily,8771,5940,5275,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00018957,226,,,1.126066,0,226,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,unknown,not_delivering,33,reach,1818.18181818,50000,Daily,60,40,33,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.212121,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,female,not_delivering,2390,reach,1666.52719665,50000,Daily,3983,2667,2390,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00041841,114,,,1.1159,0,114,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,male,not_delivering,8083,reach,1645.05752815,50000,Daily,13297,9009,8083,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00037115,448,,,1.114561,0,448,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,unknown,not_delivering,70,reach,1614.28571429,50000,Daily,113,75,70,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.071429,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",35-44,female,not_delivering,1016,reach,1697.83464567,50000,Daily,1725,1190,1016,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,66,,,1.17126,0,66,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",35-44,male,not_delivering,2983,reach,1654.71002347,50000,Daily,4936,3376,2983,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,240,,,1.131747,0,240,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",35-44,unknown,not_delivering,12,reach,1916.66666667,50000,Daily,23,15,12,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.25,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",45-54,female,not_delivering,1351,reach,1741.67283494,50000,Daily,2353,1589,1351,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,104,,,1.176166,0,104,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",45-54,male,not_delivering,2094,reach,1745.94078319,50000,Daily,3656,2452,2094,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,209,,,1.170965,0,209,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",45-54,unknown,not_delivering,13,reach,1538.46153846,50000,Daily,20,14,13,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.076923,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",55-64,female,not_delivering,645,reach,1753.48837209,50000,Daily,1131,766,645,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,60,,,1.187597,0,60,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",55-64,male,not_delivering,993,reach,1720.04028197,50000,Daily,1708,1163,993,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,103,,,1.171198,0,103,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",55-64,unknown,not_delivering,6,reach,1166.66666667,50000,Daily,7,7,6,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.166667,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",65+,female,not_delivering,756,reach,1728.83597884,50000,Daily,1307,898,756,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00132275,39,,,1.187831,0,39,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",65+,male,not_delivering,1282,reach,1741.80967239,50000,Daily,2233,1496,1282,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00078003,110,,,1.166927,0,110,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",65+,unknown,not_delivering,15,reach,1800,50000,Daily,27,16,15,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.066667,0,1,,
2026-07-01,2026-07-31,"Mau Healing",18-24,female,not_delivering,15061,reach,1953.9207224,50000,Daily,29428,20055,15061,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00026559,428,,,1.331585,0,428,,
2026-07-01,2026-07-31,"Mau Healing",18-24,male,not_delivering,38266,reach,2057.15256363,50000,Daily,78719,53522,38266,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00036586,1459,,,1.398683,0,1459,,
2026-07-01,2026-07-31,"Mau Healing",18-24,unknown,not_delivering,214,reach,2102.80373832,50000,Daily,450,308,214,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,4,,,1.439252,0,4,,
2026-07-01,2026-07-31,"Mau Healing",25-34,female,not_delivering,10363,reach,1816.65540867,50000,Daily,18826,12791,10363,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",9.65E-5,331,,,1.234295,0,331,,
2026-07-01,2026-07-31,"Mau Healing",25-34,male,not_delivering,57112,reach,1976.09959378,50000,Daily,112859,76878,57112,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00021011,2527,,,1.346092,0,2527,,
2026-07-01,2026-07-31,"Mau Healing",25-34,unknown,not_delivering,357,reach,2036.41456583,50000,Daily,727,499,357,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,14,,,1.397759,0,14,,
2026-07-01,2026-07-31,"Mau Healing",35-44,female,not_delivering,4280,reach,1949.76635514,50000,Daily,8345,5733,4280,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00023364,275,,,1.339486,0,275,,
2026-07-01,2026-07-31,"Mau Healing",35-44,male,not_delivering,17013,reach,2065.30300359,50000,Daily,35137,24002,17013,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00029389,1411,,,1.410804,0,1411,,
2026-07-01,2026-07-31,"Mau Healing",35-44,unknown,not_delivering,99,reach,1909.09090909,50000,Daily,189,130,99,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,9,,,1.313131,0,9,,
2026-07-01,2026-07-31,"Mau Healing",45-54,female,not_delivering,7137,reach,2091.9153706,50000,Daily,14930,10177,7137,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00014011,607,,,1.425949,0,607,,
2026-07-01,2026-07-31,"Mau Healing",45-54,male,not_delivering,11311,reach,2139.15657325,50000,Daily,24196,16460,11311,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00017682,1245,,,1.455221,0,1245,,
2026-07-01,2026-07-31,"Mau Healing",45-54,unknown,not_delivering,87,reach,2114.94252874,50000,Daily,184,122,87,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,11,,,1.402299,0,11,,
2026-07-01,2026-07-31,"Mau Healing",55-64,female,not_delivering,3759,reach,2167.59776536,50000,Daily,8148,5575,3759,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00026603,413,,,1.483107,0,413,,
2026-07-01,2026-07-31,"Mau Healing",55-64,male,not_delivering,4930,reach,2258.82352941,50000,Daily,11136,7657,4930,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00060852,562,,,1.553144,0,562,,
2026-07-01,2026-07-31,"Mau Healing",55-64,unknown,not_delivering,37,reach,1918.91891892,50000,Daily,71,50,37,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,2,,,1.351351,0,2,,
2026-07-01,2026-07-31,"Mau Healing",65+,female,not_delivering,4095,reach,2279.36507937,50000,Daily,9334,6395,4095,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.0002442,244,,,1.561661,0,244,,
2026-07-01,2026-07-31,"Mau Healing",65+,male,not_delivering,8401,reach,2298.65492203,50000,Daily,19311,13199,8401,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.0003571,619,,,1.571122,0,619,,
2026-07-01,2026-07-31,"Mau Healing",65+,unknown,not_delivering,63,reach,2682.53968254,50000,Daily,169,118,63,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,10,,,1.873016,0,10,,
2026-07-01,2026-07-31,"Mau Healing",Unknown,female,not_delivering,4,reach,1500,50000,Daily,6,4,4,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing",Unknown,male,not_delivering,7,reach,1571.42857143,50000,Daily,11,7,7,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Pulang Tenggo",18-24,female,not_delivering,1584,reach,1582.7020202,50000,Daily,2507,1697,1584,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,39,,,1.071338,0,39,,
2026-07-01,2026-07-31,"Pulang Tenggo",18-24,male,not_delivering,3625,reach,1585.37931034,50000,Daily,5747,3915,3625,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,98,,,1.08,0,98,,
2026-07-01,2026-07-31,"Pulang Tenggo",18-24,unknown,not_delivering,23,reach,1478.26086957,50000,Daily,34,26,23,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.130435,0,1,,
2026-07-01,2026-07-31,"Pulang Tenggo",25-34,female,not_delivering,1209,reach,1550.04135649,50000,Daily,1874,1281,1209,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,20,,,1.059553,0,20,,
2026-07-01,2026-07-31,"Pulang Tenggo",25-34,male,not_delivering,5618,reach,1591.49163403,50000,Daily,8941,6072,5618,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.000178,187,,,1.080812,0,187,,
2026-07-01,2026-07-31,"Pulang Tenggo",25-34,unknown,not_delivering,40,reach,1425,50000,Daily,57,44,40,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",35-44,female,not_delivering,521,reach,1596.92898273,50000,Daily,832,564,521,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,25,,,1.082534,0,25,,
2026-07-01,2026-07-31,"Pulang Tenggo",35-44,male,not_delivering,1760,reach,1621.59090909,50000,Daily,2854,1956,1760,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,100,,,1.111364,0,100,,
2026-07-01,2026-07-31,"Pulang Tenggo",35-44,unknown,not_delivering,11,reach,1909.09090909,50000,Daily,21,13,11,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.181818,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",45-54,female,not_delivering,804,reach,1565.92039801,50000,Daily,1259,867,804,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,43,,,1.078358,0,43,,
2026-07-01,2026-07-31,"Pulang Tenggo",45-54,male,not_delivering,1147,reach,1622.4934612,50000,Daily,1861,1294,1147,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00087184,85,,,1.12816,0,85,,
2026-07-01,2026-07-31,"Pulang Tenggo",45-54,unknown,not_delivering,7,reach,1428.57142857,50000,Daily,10,8,7,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.142857,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",55-64,female,not_delivering,366,reach,1653.00546448,50000,Daily,605,419,366,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,18,,,1.144809,0,18,,
2026-07-01,2026-07-31,"Pulang Tenggo",55-64,male,not_delivering,540,reach,1631.48148148,50000,Daily,881,591,540,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,39,,,1.094444,0,39,,
2026-07-01,2026-07-31,"Pulang Tenggo",55-64,unknown,not_delivering,1,reach,2000,50000,Daily,2,1,1,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",65+,female,not_delivering,488,reach,1565.57377049,50000,Daily,764,527,488,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,8,,,1.079918,0,8,,
2026-07-01,2026-07-31,"Pulang Tenggo",65+,male,not_delivering,969,reach,1664.60268318,50000,Daily,1613,1088,969,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,40,,,1.122807,0,40,,
2026-07-01,2026-07-31,"Pulang Tenggo",65+,unknown,not_delivering,9,reach,2111.11111111,50000,Daily,19,13,9,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.444444,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,female,not_delivering,2,profile_visit_view,210,50000,Daily,420,37,36,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,9,2,5.405405,1.027778,0,9,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,male,not_delivering,2,profile_visit_view,520,50000,Daily,1040,69,61,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.01639344,10,2,2.898551,1.131148,0,10,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,unknown,not_delivering,,,,50000,Daily,4,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,female,not_delivering,5,profile_visit_view,228.6,50000,Daily,1143,85,72,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,29,6,7.058824,1.180556,0,29,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,male,not_delivering,7,profile_visit_view,407.71428571,50000,Daily,2854,241,218,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00458716,63,7,2.904564,1.105505,0,63,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,unknown,not_delivering,,,,50000,Daily,12,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",35-44,female,not_delivering,,,,50000,Daily,167,21,19,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,4,,,1.105263,0,4,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",35-44,male,not_delivering,2,profile_visit_view,806.5,50000,Daily,1613,102,94,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,38,2,1.960784,1.085106,0,38,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",45-54,female,not_delivering,2,profile_visit_view,299.5,50000,Daily,599,14,13,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,11,2,14.285714,1.076923,0,11,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",45-54,male,not_delivering,,,,50000,Daily,1049,23,22,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,12,,,1.045455,0,12,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",55-64,female,not_delivering,2,profile_visit_view,107.5,50000,Daily,215,7,7,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,5,2,28.571429,1,0,5,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",55-64,male,not_delivering,2,profile_visit_view,73,50000,Daily,146,7,6,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,5,2,28.571429,1.166667,0,5,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",65+,female,not_delivering,,,,50000,Daily,9,3,3,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",65+,male,not_delivering,,,,50000,Daily,7,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Unknown,unknown,not_delivering,1,profile_visit_view,0,50000,Daily,0,0,0,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",,,,,0,0,,,
2026-07-01,2026-07-31,"Mau Healing",18-24,female,not_delivering,,,,50000,Daily,160,14,14,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,2,,,1,0,2,,
2026-07-01,2026-07-31,"Mau Healing",18-24,male,not_delivering,2,profile_visit_view,206.5,50000,Daily,413,44,39,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,8,2,4.545455,1.128205,0,8,,
2026-07-01,2026-07-31,"Mau Healing",25-34,female,not_delivering,1,profile_visit_view,916,50000,Daily,916,69,62,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,10,1,1.449275,1.112903,1,10,,
