"Reporting starts","Reporting ends","Ad name",Age,Gender,"Ad delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (IDR)",Impressions,Reach,Ends,"Attribution setting",Bid,"Bid type","Last significant edit","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Reaction/Reach,"Post engagements","Link clicks","CTR (link click-through rate)",Frequency,"Instagram follows","Page engagement","Results (initial)","Results (initial) indicator"
2026-07-01,2026-07-31,"Nobar Bola",18-24,male,inactive,870,reach,1482.75862069,50000,Daily,1290,889,870,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.021839,0,1,,
2026-07-01,2026-07-31,"Nobar Bola",18-24,unknown,inactive,5,reach,1200,50000,Daily,6,5,5,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",25-34,female,inactive,379,reach,1469.65699208,50000,Daily,557,385,379,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.015831,0,,,
2026-07-01,2026-07-31,"Nobar Bola",25-34,male,inactive,2762,reach,1479.00072411,50000,Daily,4085,2847,2762,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.030775,0,,,
2026-07-01,2026-07-31,"Nobar Bola",25-34,unknown,inactive,15,reach,1600,50000,Daily,24,15,15,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",35-44,female,inactive,263,reach,1566.53992395,50000,Daily,412,275,263,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.045627,0,,,
2026-07-01,2026-07-31,"Nobar Bola",35-44,male,inactive,1865,reach,1514.20911528,50000,Daily,2824,1948,1865,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00053619,1,,,1.044504,0,1,,
2026-07-01,2026-07-31,"Nobar Bola",35-44,unknown,inactive,9,reach,1444.44444444,50000,Daily,13,9,9,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",45-54,female,inactive,435,reach,1526.43678161,50000,Daily,664,450,435,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.034483,0,1,,
2026-07-01,2026-07-31,"Nobar Bola",45-54,male,inactive,1918,reach,1541.18873827,50000,Daily,2956,2054,1918,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.070907,0,,,
2026-07-01,2026-07-31,"Nobar Bola",45-54,unknown,inactive,4,reach,1250,50000,Daily,5,4,4,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",55-64,female,inactive,217,reach,1566.8202765,50000,Daily,340,229,217,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.0553,0,,,
2026-07-01,2026-07-31,"Nobar Bola",55-64,male,inactive,820,reach,1530.48780488,50000,Daily,1255,903,820,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00121951,2,,,1.10122,0,2,,
2026-07-01,2026-07-31,"Nobar Bola",55-64,unknown,inactive,3,reach,1333.33333333,50000,Daily,4,3,3,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",65+,female,inactive,141,reach,1489.36170213,50000,Daily,210,152,141,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.078014,0,1,,
2026-07-01,2026-07-31,"Nobar Bola",65+,male,inactive,717,reach,1721.05997211,50000,Daily,1234,783,717,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.09205,0,,,
2026-07-01,2026-07-31,"Nobar Bola",65+,unknown,inactive,3,reach,1333.33333333,50000,Daily,4,3,3,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",25-34,female,not_delivering,2,profile_visit_view,56.5,"Using campaign budget",0,113,7,7,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,3,1,14.285714,1,0,3,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",25-34,male,not_delivering,,,,"Using campaign budget",0,110,14,14,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,4,,,1,0,4,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",35-44,female,not_delivering,,,,"Using campaign budget",0,93,6,6,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,2,,,1,0,2,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",35-44,male,not_delivering,,,,"Using campaign budget",0,1130,13,13,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,6,,,1,0,6,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",45-54,female,not_delivering,,,,"Using campaign budget",0,227,12,12,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,6,,,1,0,6,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",45-54,male,not_delivering,,,,"Using campaign budget",0,203,12,11,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,4,,,1.090909,0,4,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",55-64,female,not_delivering,,,,"Using campaign budget",0,326,8,8,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,5,,,1,0,5,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",55-64,male,not_delivering,2,profile_visit_view,216,"Using campaign budget",0,432,15,15,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,14,3,20,1,0,14,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",65+,female,not_delivering,,,,"Using campaign budget",0,108,5,5,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,3,,,1,0,3,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",65+,male,not_delivering,,,,"Using campaign budget",0,128,4,4,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",25-34,female,not_delivering,346,profile_visit_view,337.53468208,"Using campaign budget",0,116787,33731,28451,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00070296,363,342,1.013904,1.185582,1,363,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",25-34,male,not_delivering,680,profile_visit_view,343.12352941,"Using campaign budget",0,233324,66554,54492,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00082581,747,702,1.054783,1.221354,3,747,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",25-34,unknown,not_delivering,7,profile_visit_view,393.57142857,"Using campaign budget",0,2755,808,681,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00146843,9,8,0.990099,1.18649,0,9,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",35-44,female,not_delivering,134,profile_visit_view,348.93283582,"Using campaign budget",0,46757,13026,11108,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00090025,144,134,1.028712,1.172668,1,144,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",35-44,male,not_delivering,204,profile_visit_view,338.67156863,"Using campaign budget",0,69089,17924,15040,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00079787,223,210,1.171613,1.191755,2,223,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",35-44,unknown,not_delivering,4,profile_visit_view,165,"Using campaign budget",0,660,186,155,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,3,3,1.612903,1.2,0,3,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",45-54,female,not_delivering,68,profile_visit_view,351.89705882,"Using campaign budget",0,23929,6759,5574,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00125583,77,69,1.020861,1.212594,1,77,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",45-54,male,not_delivering,72,profile_visit_view,430.27777778,"Using campaign budget",0,30980,8149,6786,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00088417,85,79,0.969444,1.200855,0,85,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",45-54,unknown,not_delivering,1,profile_visit_view,242,"Using campaign budget",0,242,84,71,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,1,1,1.190476,1.183099,0,1,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",55-64,female,not_delivering,17,profile_visit_view,459.29411765,"Using campaign budget",0,7808,1802,1505,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.0013289,20,18,0.99889,1.197342,0,20,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",55-64,male,not_delivering,26,profile_visit_view,467.73076923,"Using campaign budget",0,12161,2524,2069,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00241663,34,29,1.14897,1.219913,0,36,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",55-64,unknown,not_delivering,,,,"Using campaign budget",0,67,19,17,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1.117647,0,,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",65+,female,not_delivering,14,profile_visit_view,453.57142857,"Using campaign budget",0,6350,1710,1392,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00143678,15,13,0.760234,1.228448,0,15,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",65+,male,not_delivering,28,profile_visit_view,420.78571429,"Using campaign budget",0,11782,3180,2638,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00037908,30,29,0.91195,1.205459,0,30,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",65+,unknown,not_delivering,,,,"Using campaign budget",0,82,34,32,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1.0625,0,,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Unknown,female,not_delivering,,,,"Using campaign budget",0,2,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Unknown,male,not_delivering,,,,"Using campaign budget",0,3,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Unknown,unknown,not_delivering,12,profile_visit_view,0,"Using campaign budget",0,0,0,0,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",,,,,0,0,,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,female,inactive,2053,profile_visit_view,299.18704335,"Using campaign budget",0,614231,123000,99674,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00059193,2120,2053,1.669106,1.234023,0,2120,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,male,inactive,1755,profile_visit_view,315.89116809,"Using campaign budget",0,554389,137086,105424,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00090112,1862,1760,1.283866,1.30033,4,1862,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,unknown,inactive,20,profile_visit_view,263.1,"Using campaign budget",0,5262,1328,1066,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00281426,24,21,1.581325,1.245779,0,24,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,female,inactive,605,profile_visit_view,326.52231405,"Using campaign budget",0,197546,31674,25874,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00112082,649,616,1.944813,1.224163,2,649,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,male,inactive,435,profile_visit_view,358.91034483,"Using campaign budget",0,156126,32177,26096,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00107296,480,446,1.386083,1.233024,1,480,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,unknown,inactive,7,profile_visit_view,146.28571429,"Using campaign budget",0,1024,260,209,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,6,6,2.307692,1.244019,0,6,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,female,inactive,169,profile_visit_view,366.71005917,"Using campaign budget",0,61974,10778,8411,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00190227,189,173,1.605122,1.281417,0,189,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,male,inactive,122,profile_visit_view,400.67213115,"Using campaign budget",0,48882,11031,8736,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.0018315,147,130,1.178497,1.262706,0,147,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,unknown,inactive,2,profile_visit_view,180,"Using campaign budget",0,360,107,92,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,2,2,1.869159,1.163043,0,2,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,female,inactive,71,profile_visit_view,293.85915493,"Using campaign budget",0,20864,3235,2691,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00148644,73,69,2.132921,1.202155,0,73,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,male,inactive,46,profile_visit_view,359.30434783,"Using campaign budget",0,16528,3290,2680,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.0011194,51,48,1.458967,1.227612,0,51,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,unknown,inactive,,,,"Using campaign budget",0,213,49,37,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1.324324,0,,,
2026-07-01,2026-07-31,"Aldi Taher",65+,female,inactive,35,profile_visit_view,374.28571429,"Using campaign budget",0,13100,2589,2148,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.0018622,41,37,1.429123,1.205307,0,41,,
2026-07-01,2026-07-31,"Aldi Taher",65+,male,inactive,43,profile_visit_view,396.04651163,"Using campaign budget",0,17030,4260,3409,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00088002,52,47,1.103286,1.249633,1,52,,
2026-07-01,2026-07-31,"Aldi Taher",65+,unknown,inactive,1,profile_visit_view,163,"Using campaign budget",0,163,40,33,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,1,1,2.5,1.212121,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",Unknown,female,inactive,,,,"Using campaign budget",0,29,4,4,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Unknown,male,inactive,,,,"Using campaign budget",0,30,8,8,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Unknown,unknown,inactive,13,profile_visit_view,0,"Using campaign budget",0,0,0,0,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",,,,,0,0,,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,female,inactive,9884,reach,2446.68150546,50000,Daily,24183,17322,9884,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00050587,5,,,1.752529,0,5,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,male,inactive,20697,reach,2429.72411461,50000,Daily,50288,36173,20697,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00024158,8,,,1.747741,0,8,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,unknown,inactive,142,reach,2443.66197183,50000,Daily,347,247,142,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.739437,0,,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,female,inactive,30901,reach,2326.81790233,50000,Daily,71901,51864,30901,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00061487,25,,,1.678392,0,25,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,male,inactive,92948,reach,2419.26668675,50000,Daily,224866,161655,92948,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00051642,60,5,0.003093,1.739198,0,60,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,unknown,inactive,540,reach,2314.81481481,50000,Daily,1250,907,540,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00185185,1,,,1.67963,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,female,inactive,31067,reach,2271.0593234,50000,Daily,70555,51318,31067,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00064377,21,1,0.001949,1.651849,0,21,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,male,inactive,89061,reach,2371.48695838,50000,Daily,211207,152880,89061,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00055018,55,3,0.001962,1.716576,0,55,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,unknown,inactive,369,reach,2403.79403794,50000,Daily,887,650,369,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.761518,0,,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,female,inactive,35835,reach,2413.39472583,50000,Daily,86484,62892,35835,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00089298,35,,,1.755044,0,35,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,male,inactive,81547,reach,2418.5806958,50000,Daily,197228,143236,81547,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.0005273,48,3,0.002094,1.756484,0,48,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,unknown,inactive,299,reach,2033.44481605,50000,Daily,608,451,299,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.508361,0,,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,female,inactive,20139,reach,2304.08659814,50000,Daily,46402,33925,20139,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00143999,29,,,1.684542,0,29,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,male,inactive,41711,reach,2499.65236988,50000,Daily,104263,76101,41711,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00117475,54,,,1.824483,0,54,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,unknown,inactive,115,reach,2782.60869565,50000,Daily,320,233,115,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,2.026087,0,,,
2026-07-01,2026-07-31,"Aldi Taher",65+,female,inactive,8402,reach,2461.67579148,50000,Daily,20683,14923,8402,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00166627,15,,,1.776125,0,15,,
2026-07-01,2026-07-31,"Aldi Taher",65+,male,inactive,18845,reach,2470.8410719,50000,Daily,46563,33826,18845,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00111435,23,1,0.002956,1.794959,0,23,,
2026-07-01,2026-07-31,"Aldi Taher",65+,unknown,inactive,82,reach,2743.90243902,50000,Daily,225,159,82,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.939024,0,,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,female,inactive,8095,reach,1263.74305127,30000,Daily,10230,8809,8095,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00012353,4,,,1.088203,0,4,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,male,inactive,12941,reach,1476.47013368,30000,Daily,19107,14658,12941,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00015455,2,,,1.132679,0,2,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,unknown,inactive,118,reach,1355.93220339,30000,Daily,160,129,118,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.09322,0,,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,female,inactive,22992,reach,1159.18580376,30000,Daily,26652,24720,22992,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00013048,5,1,0.004045,1.075157,0,5,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,male,inactive,51707,reach,1447.07679811,30000,Daily,74824,57463,51707,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00025142,16,2,0.003481,1.11132,0,16,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,unknown,inactive,326,reach,1398.77300613,30000,Daily,456,368,326,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.128834,0,,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,female,inactive,17673,reach,1358.00373451,30000,Daily,24000,19644,17673,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00022633,6,2,0.010181,1.111526,0,6,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,male,inactive,51596,reach,1484.12667649,30000,Daily,76575,57131,51596,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00017443,13,2,0.003501,1.107276,0,13,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,unknown,inactive,219,reach,1447.48858447,30000,Daily,317,244,219,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.114155,0,,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,female,inactive,19280,reach,1454.82365145,30000,Daily,28049,21394,19280,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00057054,12,,,1.109647,0,12,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,male,inactive,46061,reach,1531.1217733,30000,Daily,70525,52185,46061,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.0004125,23,1,0.001916,1.132954,0,23,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,unknown,inactive,168,reach,1488.0952381,30000,Daily,250,191,168,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.136905,0,,,
