Date;Profile;Message;Number of Likes;Number of comments;Reactions, Comments & Shares;Post interaction rate;Reach per post;Interactions per impression/view;Impressions/views per post;Engagement;Story reach;Story views;Story replies;Story shares;Number of new followers based on the story;Profile visits based on the story;Impressions/views of posts;Profile-ID;Post-ID;Link;Image Link;
12/06/2026, 13:31;"PT Prima Armada Raya";"Seringkali yang terlewat adalah hal sederhana, padahal dampaknya bisa besar bagi operasional.

Yuk, mulai sekarang check kendaraan kamu sebelum berangkat!

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";853.0;2.0;857.0;0.0752546540217773;35324.0;0.019794890746985726;43294.0;0.0752546540217773;;;;;;;43294.0;9601763952;17926714152124768;https://www.instagram.com/reel/DZedHYak9_8/;https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/723238873_18220028314323953_7399916112479226888_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_eui2=AeEn3icb7UsF6khvU272mNT_A6_eSjVHUsUDr95KNUdSxSKEYAV2YPVZnp7M90Dxlteqqz3dU771NVRyFq_PVEfS&_nc_ohc=2mDRlN4oCDMQ7kNvwGv4ECr&_nc_oc=AdqT5Eitun0nTMlhUjwRx5tDKollDdQkojc1smjAhxNZ-XzOBntuzJO9Ipek41OOjR4&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&edm=AEQ6tj4EAAAA&_nc_gid=XzMjQfMLVDrdTOpYT5V33g&_nc_tpa=Q5bMBQHfufgdcYOCjVWsiyE3SP8aG6iGec3DGhs2gGDF6X1QZq3za5NS66yoqezs1MySrR-nzncZ36Pd&oh=00_AQBrxm33JN46WUk2iyIMVXbh45n68plO0NlBZedBci8a_A&oe=6A4A3518;
12/06/2026, 08:01;"PT Prima Armada Raya";"Sedetik yang Mematikan: AWAS MICROSLEEP ⚠️

Kelihatannya sepele, tapi kehilangan fokus beberapa detik di jalan bisa berdampak besar, terutama saat berkendara jarak jauh. Kalau badan sudah mulai lelah, respons melambat, dan mata terasa berat, itu tanda untuk berhenti sejenak, bukan dipaksa lanjut.

Istirahat singkat jauh lebih aman daripada memaksakan perjalanan sampai batas.
Utamakan istirahat. Utamakan keselamatan

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";229.0;7.0;241.0;0.021162627327010887;52340.0;0.0043408562834344995;55519.0;0.021162627327010887;;;;;;;55519.0;9601763952;18122347183732942;https://www.instagram.com/reel/DZd3WfWAb5n/;https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/722995338_18219996061323953_4711516049261827184_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_eui2=AeEpGvC4jlZs2S3gabYFjVmDfcTAQls3g_x9xMBCWzeD_DRVMHCThAfyiuBxVriNsTd9E_Jsh5BOfnjk00-r9BbA&_nc_ohc=XCZTwhLHUqAQ7kNvwFQqmnb&_nc_oc=AdrL6S-sIbP5pz0jsyWAUV3Z5Z-s_hI4CDj7gPI26BffrgAl8YLpVYhlqI-2_rwbArM&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AEQ6tj4EAAAA&_nc_gid=dXKC3swVe-FQPt7HAu1nOA&_nc_tpa=Q5bMBQHWeGTGsC5IQeGVnap4ezQypcD7xkRCrgy5qR5gP2Fh_KVZ6i9FTlE0LenuWNn3nVHiG9s4U-1Y&oh=00_AQCFYSkEqnIw-h3yxl7fw7LOBTB1JZsh2boqtI2ebsWknw&oe=6A4A394F;
11/06/2026, 08:43;"PT Prima Armada Raya";"12 tahun bukan sekadar perjalanan, tapi proses untuk terus belajar melayani lebih baik.

Dari satu titik awal, hingga terus bergerak melintasi waktu, semua dijalani dengan satu komitmen: Melayani sepenuh hati dengan Prima.

Terima kasih atas setiap perjalanan, kepercayaan, dan kebersamaan yang telah dilewati.

Dirgahayu 12 Tahun Prima Armada Raya

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";224.0;14.0;264.0;0.023161958238287417;1673.0;0.08973487423521415;2942.0;0.023161958238287417;;;;;;;2942.0;9601763952;18120396712671057;https://www.instagram.com/reel/DZbXUm6JjAf/;https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/721104317_18219909517323953_4440403774120040745_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_eui2=AeFL3VP_1x-N8tsmXozx3E-b9nYdaRjnQN72dh1pGOdA3sxUibrhMgAD1dyQGpYwRBykbr-VVqMZc8xLqcwCeQdO&_nc_ohc=YN3E2iLz874Q7kNvwEFHTxz&_nc_oc=AdqIt-3ihwR5XxPVLPq42eNrOWjBX5572Pqgj_3UZLhNZyKfDFBn36_RVfnvmn3wwDc&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AEQ6tj4EAAAA&_nc_gid=SDHSxOqAVA6PKnfyGTyGjQ&_nc_tpa=Q5bMBQEQ8o4PXqCOK15GFoHxCYu94dFUudMCeuck4hkf3rHNw1_ijW5mYOWD5ci5It_xq0_1BRQ-WIIc&oh=00_AQDUgs4T6LUSO902Cjs-4tN6DjdlCnJbqhEsfyIdUucqHw&oe=6A4A3981;
10/06/2026, 13:00;"PT Prima Armada Raya";"Kendaraan operasional menjadi salah satu keputusan penting dalam menjalankan bisnis. Lebih baik sewa atau beli?

Sewa lebih cocok untuk kebutuhan yang fleksibel, tidak rutin, atau jangka pendek, sementara beli lebih tepat untuk operasional yang stabil, rutin, dan jangka panjang dengan kesiapan pengelolaan aset.

Jangan lupa, keputusan terbaik selalu kembali pada kebutuhan bisnis. Pertimbangkan frekuensi penggunaan, durasi, serta kesiapan pengelolaan biaya dan aset sebelum menentukan pilihan.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";125.0;8.0;137.0;0.012133557700823664;595.0;0.10300751879699248;1330.0;0.012133557700823664;;;;;;;1330.0;9601763952;17949499128192000;https://www.instagram.com/p/DZZQBkOD3Mn/;https://scontent-ord5-2.cdninstagram.com/v/t39.30808-6/721290255_122287216520190187_7480261954900963178_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_eui2=AeHCSkG5JysdA3OFSsJi5ONGyALCdSz2OqDIAsJ1LPY6oGIGeX1_Ts1I2ylYp0lKIpGa9W19ZGYsysLXBwrgkOUo&_nc_ohc=unGGuWfdk8YQ7kNvwGQsByq&_nc_oc=Adr9s0Sm5-aJm1YFFIkdgaz7Sb6wea9P6OyCwQL3-DGgIsu44RTlLvihNi3a3f4wTmE&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AEQ6tj4EAAAA&_nc_gid=hk8i9s32Hbtr0Izf4Ppg8g&oh=00_AQD909HOeH2spMYIc1Ir-EIioBKMLn5H-yLnP-H8Ruy5vw&oe=6A4A181B;
08/06/2026, 12:56;"PT Prima Armada Raya";"Let’s meet Our Team!

Kamu mau kenalan sama divisi apa lagi nextnya?

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";594.0;4.0;608.0;0.054217941858391294;14648.0;0.034784598661250644;17479.0;0.054217941858391294;;;;;;;17479.0;9601763952;18015349850702761;https://www.instagram.com/reel/DZUFxfZp1y-/;https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/719490939_18219590926323953_8852250386348883238_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_eui2=AeH-CdF8gvEacwF1PivWGxYAzp1aBn-GrQTOnVoGf4atBFySOIUb1WPgnIXU0xtAf0-7ogF2GFdLhQvpqoZ48PZg&_nc_ohc=x4XSSctg7ZgQ7kNvwFi8KqE&_nc_oc=Adq1o3R_q7tzaOpA0yqZ21tBroggkk0PaKoI-8bk6iBIHkA5y7VaxDr5CVwZCGNBubM&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&edm=AEQ6tj4EAAAA&_nc_gid=uDoT4UyWmJKv5LraPhe88A&_nc_tpa=Q5bMBQE0pTSMieoQI4fR3BAHsLhVm5QgtxGXld9KDnle5kZQcVgxz5cmosWiV_4T28IXJEUCX09RcF2j&oh=00_AQDrLNBhYm2YygNj9ksdWM2pCqWmCVpj0ZXc1AgvAf8Csg&oe=6A4A28DD;
07/06/2026, 13:00;"PT Prima Armada Raya";"BBM lebih hemat bukan soal keberuntungan, tapi soal kebiasaan.

Dari cara berkendara, kondisi kendaraan, sampai strategi di jalan, semuanya punya peran dalam menentukan seberapa efisien bahan bakar yang kamu gunakan. Dengan langkah sederhana dan konsisten, kamu nggak cuma bisa menghemat biaya operasional, tapi juga menjaga performa kendaraan tetap optimal dalam jangka panjang.

Mulai dari sekarang, ubah kebiasaan kecil jadi dampak besar.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";172.0;5.0;184.0;0.016440314510364547;1121.0;0.0798611111111111;2304.0;0.016440314510364547;;;;;;;2304.0;9601763952;17994981752960424;https://www.instagram.com/p/DZRhqXIjVYl/;https://scontent-ord5-3.cdninstagram.com/v/t39.30808-6/714736853_122286306584190187_6965767380456112665_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_eui2=AeHE9S5H8WzIdE4zdCHBr_yLGOFzirYraqIY4XOKtitqol94i9zW31olKvqymWvQMT7J0c-5CHstMNDsN9TVzk12&_nc_ohc=BtUFZ4OmmXYQ7kNvwG3yLP5&_nc_oc=AdqNJnRJO5GjwxAssbCgO8AlfmbhwwpvoLVXfFavftbKuj4d8cGd-QTlW5LS2uQmkqI&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AEQ6tj4EAAAA&_nc_gid=6TL9PriYkk685Mgfid01RA&oh=00_AQAHtJEFqS2WqGOu8Wq537DvdwHBMF6YbtvBQn--NINLlA&oe=6A4A441F;
06/06/2026, 18:00;"PT Prima Armada Raya";"Setiap perjalanan punya cerita, dan kendaraan yang tepat bikin semuanya jadi lebih nyaman ✨

Mulai dari kebutuhan harian sampai perjalanan spesial, semuanya bisa disesuaikan dengan mudah. Tinggal pilih, jalan, dan nikmati setiap momennya.

Karena yang penting bukan hanya sampai tujuan, tapi juga kenyamanan di setiap perjalananmu.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";298.0;3.0;311.0;0.02780509611086276;42958.0;0.005732190581513225;54255.0;0.02780509611086276;;;;;;;54255.0;9601763952;17895534564467016;https://www.instagram.com/p/DZPfNhFD00-/;https://scontent-ord5-1.cdninstagram.com/v/t39.30808-6/715771185_122286306170190187_7653612099957729304_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_eui2=AeGyOKwvAs7YkA97w4bEINJb_oXQj0HAz1H-hdCPQcDPUV90PKDEg6SWOpF5XhxBo5JatTM8WiKEulyL-9Qybsp2&_nc_ohc=Cj9XkqBShA8Q7kNvwGIWACn&_nc_oc=AdpWT_4kh8xWmtKN89jNrmpj_k7pUQBQ_KDTjpBwPfd8qgPTxzsYzoEmbw4m5S3BEiU&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&edm=AEQ6tj4EAAAA&_nc_gid=WlkdoXglHowIWr7jRQEQEw&oh=00_AQAiGfg5vRUcw3wqxGB4vPuV534dVrFMF5Zk2leiE9PN4w&oe=6A4A2C70;
05/06/2026, 14:00;"PT Prima Armada Raya";"Jangkauan layanan bukan sekadar luas, tapi tentang bagaimana operasional tetap berjalan tanpa hambatan.

Dengan dukungan 30+ area operasional dan cakupan hampir di seluruh Indonesia, PT Prima Armada Raya memastikan setiap kebutuhan mobilitas bisnis dapat terpenuhi secara lebih terintegrasi.

Karena bagi kami, distribusi dan transportasi bukan hanya soal berpindah tempat, tetapi tentang menjaga konsistensi, ketepatan, dan keandalan di setiap perjalanan.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";165.0;3.0;176.0;0.015748031496062992;940.0;0.10647307924984876;1653.0;0.015748031496062992;;;;;;;1653.0;9601763952;17860339008650026;https://www.instagram.com/p/DZMe8CPjNE8/;https://scontent-ord5-1.cdninstagram.com/v/t39.30808-6/715670872_122286305804190187_7230808228995698055_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_eui2=AeHKAvGqSsRckKp5L2sMigsA9j0l22f3IXr2PSXbZ_chetcGFSxF_1wylPTXbcYhPWCFGRWEQEkvACCxf_UuBr86&_nc_ohc=dr8cwRHkeoMQ7kNvwGG58bG&_nc_oc=AdrD1ux1UEpSBAIgbJmkbU7IbU6EABPecMmRwtL9qhJLJvvXwO0Cpp-ZJTnPI3LM20w&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&edm=AEQ6tj4EAAAA&_nc_gid=nMGKtTHuOIVspPAC6OH6Sw&oh=00_AQCWdaynLBYZncRMjpRweuoWlpla0_bkUqWuewhAyqNIcA&oe=6A4A320F;
04/06/2026, 15:16;"PT Prima Armada Raya";"Driver Health = Business Wealth 

Di balik operasional yang lancar, ada peran driver yang sering tidak terlihat. Padahal, kondisi fisik mereka sangat menentukan keamanan di setiap perjalanan.

Driver yang sehat lebih fokus, lebih sigap, dan mampu mengambil keputusan dengan cepat di jalan. Artinya, risiko bisa ditekan dan layanan tetap berjalan konsisten.

Di PAR, kami percaya bahwa menjaga performa driver bukan hanya soal produktivitas, tapi investasi jangka panjang untuk keselamatan dan keberlanjutan operasional. Karena pada akhirnya, bisnis yang kuat dimulai dari tim yang terjaga dengan baik.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";199.0;3.0;209.0;0.018734313373969164;747.0;0.14036265950302215;1489.0;0.018734313373969164;;;;;;;1489.0;9601763952;18060711539717615;https://www.instagram.com/p/DZKCx5oGZe6/;https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/716799222_18219154462323953_8877390975708905654_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_eui2=AeFXN1O_POyQ_1Qoqkl615m3OHbmsY-BAzU4duaxj4EDNbiANt2QBnRlFOLFAyWAQfL1Teb7iDFWPG8tuZzaoe_v&_nc_ohc=V5plr5q_eyAQ7kNvwHJBthU&_nc_oc=Ado_79rV7g7KNXHwxWUMYcslYKZoQ-j9znh9vg44ltNMv2AwqVjHK2VNc5XbYw7U0-A&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AEQ6tj4EAAAA&_nc_gid=qapcGs4NG9-XHE-gpYdr7g&oh=00_AQB8rzezu0geCYOvmObraG_rF43nKjt7Eerb0iQv5y_Csg&oe=6A4A4668;
03/06/2026, 13:00;"PT Prima Armada Raya";"Perawatan armada bukan hanya rutinitas, melainkan bagian penting dari menjaga keberlangsungan operasional.

Dengan maintenance yang terjadwal dan terpantau, risiko gangguan dapat diminimalkan, sekaligus memastikan setiap perjalanan tetap aman dan efisien.
Karena operasional yang baik selalu dimulai dari armada yang terjaga.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";178.0;6.0;193.0;0.01732340005385513;589.0;0.1769019248395967;1091.0;0.01732340005385513;;;;;;;1091.0;9601763952;18100637732115048;https://www.instagram.com/p/DZHOextFbr2/;https://scontent-ord5-2.cdninstagram.com/v/t39.30808-6/708180481_122285270834190187_864492888851198002_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_eui2=AeFcWvG6Edf35mMts27lB7beLh2HMQycGswuHYcxDJwazLLIOx5bONhWuCCah5jxd4LS_5diPEoK-OMqb4H1gNL-&_nc_ohc=qqTU3GlKRGQQ7kNvwGBkEx2&_nc_oc=Adrg8KM6FvP4O3-_KWhixnNXPGg3Akrd_Ev6iPvG92y7ydg-pEmYMYI_hkYf_ncpsQo&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AEQ6tj4EAAAA&_nc_gid=yPnDFFhuAr5-LUDJQiD1Jw&oh=00_AQCX9l9gTwEX7OH5gNHy4K7dY2oZgvpF_TLDijS5OZan4w&oe=6A4A1886;
01/06/2026, 13:00;"PT Prima Armada Raya";"Fatigue management bukan sekadar isu individu, tapi bagian dari sistem keselamatan operasional.

Kelelahan dapat menurunkan konsentrasi, memperlambat respons, dan meningkatkan risiko di jalan. Karena itu, diperlukan pendekatan yang terstruktur, mulai dari pengaturan jam kerja, monitoring kondisi pengemudi, hingga edukasi berkelanjutan.

Di PT Prima Armada Raya, pengelolaan fatigue menjadi bagian penting untuk menjaga keselamatan, stabilitas operasional, dan kepercayaan klien.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";241.0;7.0;258.0;0.02337591736885023;599.0;0.22241379310344828;1160.0;0.02337591736885023;;;;;;;1160.0;9601763952;17984314691865647;https://www.instagram.com/p/DZCE4S6D0IU/;https://scontent-ord5-2.cdninstagram.com/v/t39.30808-6/711115732_122285269886190187_6799643387946038782_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_eui2=AeGHXiiNHD3oN1iu7Dsxk4IdwP3obmCe-bbA_ehuYJ75tqCZdGMpsOF2E3JpMt5n1pet5wUg7CMZmeiibw1Hu5M8&_nc_ohc=Tkb8n0tSawgQ7kNvwG7gust&_nc_oc=Adquwl-HIiU9O527gAWnzLN0w2aQkt9QBsurwKGpBVlW8v8j0IP80MAddbOMTig-a2k&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AEQ6tj4EAAAA&_nc_gid=TH8TSzEWarvAIp-S1DtLAw&oh=00_AQCToEiAXWO88JcO1q47Us07HJBvESVtuBNK1G0MEZeN-A&oe=6A4A4578;
-;"null";"Sum";3568.0;94.0;3775.0;0.3350297923021378;156662.0;1.3534815154819781;192331.0;0.3350297923021378;0.0;0.0;0.0;0.0;0.0;0.0;192331.0;null;SUMME;null;null;
