Profile;Social network;Number of Likes;Number of comments;Reactions, Comments & Shares;Post interaction rate;Reach per post;Interactions per impression/view;Post comments negative sentiment share;Profile-ID;Link;Image Link;
"DUNLOP Tyre Indonesia";YOUTUBE;391.0;70.0;461.0;0.001965280793168331;;0.0028757860065874836;0.2;UCVShqCtSt3h5oxcY7FjAmKA;https://app.fanpagekarma.com/discovery/YOUTUBE/UCVShqCtSt3h5oxcY7FjAmKA;https://yt3.ggpht.com/0FXHJqRmF6U2NlOhOWLSY2NGCvDBPn22pAImPxcn-7GKHZ3tPEcd9OxZYZ82-63HN_1YiUo9Bg=s240-c-k-c0x00ffffff-no-rj;
