Profile;Social network;Number of Likes;Number of comments;Reactions, Comments & Shares;Post interaction rate;Reach per post;Interactions per impression/view;Post comments negative sentiment share;Profile-ID;Link;Image Link;
"Dunlop Tyre Indonesia";FACEBOOK;2923.0;57.0;3041.0;1.4159722966627418E-4;65100.73333333333;0.002712862949125568;0.0350877192982456;430116383989554;https://app.fanpagekarma.com/discovery/FACEBOOK/430116383989554;https://scontent-ord5-3.xx.fbcdn.net/v/t39.30808-1/599464345_1316413423852430_4664863510909654552_n.jpg?stp=c0.18.476.477a_cp0_dst-jpg_s50x50_tt6&_nc_cat=110&ccb=1-7&_nc_sid=f907e8&_nc_eui2=AeE_aFZluaax43SxrjFZ_udVPyRagYx5xQw_JFqBjHnFDFXZsy3XqD9Grkob0q5A6gLSL024_XcViZa9UQ6LG_Ir&_nc_ohc=qhLo1xhJnpUQ7kNvwFsVZc7&_nc_oc=Adpa5HWKlG61DlH4yQi-nBE_t-80MKMbhNGIo992ysGiG3Fou8BmZKCNq0wIPtXbAGM&_nc_zt=24&_nc_ht=scontent-ord5-3.xx&edm=AGaHXAAEAAAA&_nc_gid=YrjobE42nlChJW7fB9vY2A&_nc_tpa=Q5bMBQFR2qVYDNnAesAEqllNqW65CF_UB2GkY0o21PUFEuAA-bSXzPlUyFtHYNVMEXyf0D96B4iG0hf8&oh=00_AQCTYE2wyJQqNkoHvGKzNiwbZNfWzjI9m3MkptKpJxPEog&oe=6A491760;
