platform,object_level,id,biography,followers_count,follows_count,media_count,metric_errors,name,profile_picture_url,raw_demographic_age_gender,raw_demographic_city,snapshot_date,snapshot_time,username
instagram,account,17841401856422086,Informasi terkini seputar Jepang✨ Tag @japaholic.id dan bagikan keseruanmu tentang Jejepangan🤩🇯🇵 Part of @mai.co.id & @japaholic_official,13536,351,407,"{""accounts_engaged"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""comments"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""follower_count"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""group"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""impressions"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""likes"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""profile_views"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""reach"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""reached_demographic_age_gender"": ""(#100) Metrics (reached_audience_demographics) require timeframe parameter to be specified"", ""reached_demographic_city"": ""(#100) Metrics (reached_audience_demographics) require timeframe parameter to be specified"", ""saves"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""shares"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""total_interactions"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""views"": ""(#100) since param is not valid. Metrics data is available for the last 2 years"", ""website_clicks"": ""(#100) since param is not valid. Metrics data is available for the last 2 years""}",Japaholic Indonesia,https://scontent.fcgk27-2.fna.fbcdn.net/v/t51.2885-15/313211168_446676107388051_7045372358108657791_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=7d201b&_nc_ohc=F30BiJP6GpoQ7kNvwHyqxae&_nc_oc=Adpf5Xv8MLTZoUZY8vNtnhhlLlOMryDtXCtyKg8q-f9tDL0-_TBYveN2BOAnfmGI51WS4tTHJ5uCvjymD7miy-XS&_nc_zt=23&_nc_ht=scontent.fcgk27-2.fna&edm=AL-3X8kEAAAA&oh=00_Af9vfn7Y3RVyxzQUbQiZ4foc44786pNo4f8_B8q3L1dmcw&oe=6A31FF53,"{""data"": [{""description"": ""国、都市、性別の分布を含む、フォロワーの利用者層データの特性です。"", ""id"": ""17841401856422086/insights/follower_demographics/lifetime"", ""name"": ""follower_demographics"", ""period"": ""lifetime"", ""title"": ""フォロワーの利用者層データ"", ""total_value"": {""breakdowns"": [{""dimension_keys"": [""age"", ""gender""], ""results"": [{""dimension_values"": [""13-17"", ""F""], ""value"": 7}, {""dimension_values"": [""18-24"", ""F""], ""value"": 173}, {""dimension_values"": [""25-34"", ""F""], ""value"": 4567}, {""dimension_values"": [""35-44"", ""F""], ""value"": 907}, {""dimension_values"": [""45-54"", ""F""], ""value"": 119}, {""dimension_values"": [""55-64"", ""F""], ""value"": 21}, {""dimension_values"": [""65+"", ""F""], ""value"": 19}, {""dimension_values"": [""13-17"", ""M""], ""value"": 3}, {""dimension_values"": [""18-24"", ""M""], ""value"": 48}, {""dimension_values"": [""25-34"", ""M""], ""value"": 363}, {""dimension_values"": [""35-44"", ""M""], ""value"": 190}, {""dimension_values"": [""45-54"", ""M""], ""value"": 44}, {""dimension_values"": [""55-64"", ""M""], ""value"": 18}, {""dimension_values"": [""65+"", ""M""], ""value"": 8}, {""dimension_values"": [""13-17"", ""U""], ""value"": 3}, {""dimension_values"": [""18-24"", ""U""], ""value"": 72}, {""dimension_values"": [""25-34"", ""U""], ""value"": 511}, {""dimension_values"": [""35-44"", ""U""], ""value"": 141}, {""dimension_values"": [""45-54"", ""U""], ""value"": 33}, {""dimension_values"": [""55-64"", ""U""], ""value"": 11}, {""dimension_values"": [""65+"", ""U""], ""value"": 2}]}]}}]}","{""data"": [{""description"": ""国、都市、性別の分布を含む、フォロワーの利用者層データの特性です。"", ""id"": ""17841401856422086/insights/follower_demographics/lifetime"", ""name"": ""follower_demographics"", ""period"": ""lifetime"", ""title"": ""フォロワーの利用者層データ"", ""total_value"": {""breakdowns"": [{""dimension_keys"": [""city""], ""results"": [{""dimension_values"": [""Kudus, Central Java""], ""value"": 22}, {""dimension_values"": [""Brebes, Central Java""], ""value"": 36}, {""dimension_values"": [""Bandar Lampung, Lampung""], ""value"": 19}, {""dimension_values"": [""Batam, Riau Islands Province""], ""value"": 62}, {""dimension_values"": [""Yogyakarta City, Special Region of Yogyakarta""], ""value"": 25}, {""dimension_values"": [""Banjarmasin, South Kalimantan""], ""value"": 43}, {""dimension_values"": [""Samarinda, East Kalimantan""], ""value"": 32}, {""dimension_values"": [""Jombang, East Java""], ""value"": 37}, {""dimension_values"": [""Kendari, Southeast Sulawesi""], ""value"": 20}, {""dimension_values"": [""Karawang, West Java""], ""value"": 21}, {""dimension_values"": [""Cikupa, Banten""], ""value"": 19}, {""dimension_values"": [""Bekasi, West Java""], ""value"": 143}, {""dimension_values"": [""Cikarang, West Java""], ""value"": 22}, {""dimension_values"": [""Manado, North Sulawesi""], ""value"": 25}, {""dimension_values"": [""Pekanbaru, Riau""], ""value"": 49}, {""dimension_values"": [""Jakarta, Jakarta""], ""value"": 769}, {""dimension_values"": [""Tasikmalaya, West Java""], ""value"": 22}, {""dimension_values"": [""Badung, Bali""], ""value"": 39}, {""dimension_values"": [""Lumajang, East Java""], ""value"": 35}, {""dimension_values"": [""Depok, West Java""], ""value"": 95}, {""dimension_values"": [""Cianjur Regency, West Java""], ""value"": 37}, {""dimension_values"": [""Moga, Central Java""], ""value"": 18}, {""dimension_values"": [""Tangerang, Banten""], ""value"": 118}, {""dimension_values"": [""Balikpapan, East Kalimantan""], ""value"": 22}, {""dimension_values"": [""Banda Aceh, Aceh""], ""value"": 17}, {""dimension_values"": [""Nganjuk, East Java""], ""value"": 17}, {""dimension_values"": [""Pulogebang, West Java""], ""value"": 23}, {""dimension_values"": [""Bandung, West Java""], ""value"": 146}, {""dimension_values"": [""Palembang, South Sumatra""], ""value"": 60}, {""dimension_values"": [""Semarang, Central Java""], ""value"": 70}, {""dimension_values"": [""Pati, Central Java""], ""value"": 37}, {""dimension_values"": [""Pontianak, West Kalimantan""], ""value"": 31}, {""dimension_values"": [""Denpasar, Bali""], ""value"": 68}, {""dimension_values"": [""Cimahi, West Java""], ""value"": 25}, {""dimension_values"": [""Gresik, East Java""], ""value"": 41}, {""dimension_values"": [""Jember, East Java""], ""value"": 17}, {""dimension_values"": [""Mataram, West Nusa Tenggara""], ""value"": 27}, {""dimension_values"": [""Banyumas, Central Java""], ""value"": 39}, {""dimension_values"": [""Sukoharjo Regency, Central Java""], ""value"": 37}, {""dimension_values"": [""Surabaya, East Java""], ""value"": 174}, {""dimension_values"": [""Malang, East Java""], ""value"": 50}, {""dimension_values"": [""Makassar, South Sulawesi""], ""value"": 67}, {""dimension_values"": [""Medan, North Sumatra""], ""value"": 107}, {""dimension_values"": [""Padang, West Sumatra""], ""value"": 35}, {""dimension_values"": [""Bogor, West Java""], ""value"": 57}]}]}}]}",2026-06-12,2026-06-12T14:23:47.186257+00:00,japaholic.id
