platform,object_level,report_month,report_since,report_until,id,snapshot_date,snapshot_time,followers_count,follows_count,media_count,name,profile_picture_url,raw_demographic_age_gender,raw_demographic_country,username
instagram,account,2026-06,2026-06-01,2026-06-18,17841401856422086,2026-06-18,2026-06-18T08:38:19.174651+00:00,13530,351,409,Japaholic Indonesia,https://scontent.fcgk6-2.fna.fbcdn.net/v/t51.2885-15/313211168_446676107388051_7045372358108657791_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=7d201b&_nc_ohc=7FlOJ4eiJgQQ7kNvwHUZ51d&_nc_oc=Adop7Sgz5vXXt5NcmfoDDra4KVkUvUuF7OT-w7kfBqVxxF1qb5GGY0QB6R6G8_obCik&_nc_zt=23&_nc_ht=scontent.fcgk6-2.fna&edm=AL-3X8kEAAAA&oh=00_Af8xfuUTS02e39hSLbFaVxI1hbJdaU2KXLhToB6Tpa4LSw&oe=6A3977D3,"{""data"": [{""description"": ""国、都市、性別の分布を含む、フォロワーの利用者層データの特性です。"", ""id"": ""17841401856422086/insights/follower_demographics/lifetime"", ""name"": ""follower_demographics"", ""period"": ""lifetime"", ""title"": ""フォロワーの利用者層データ"", ""total_value"": {""breakdowns"": [{""dimension_keys"": [""age"", ""gender""], ""results"": [{""dimension_values"": [""13-17"", ""F""], ""value"": 6}, {""dimension_values"": [""18-24"", ""F""], ""value"": 171}, {""dimension_values"": [""25-34"", ""F""], ""value"": 4564}, {""dimension_values"": [""35-44"", ""F""], ""value"": 911}, {""dimension_values"": [""45-54"", ""F""], ""value"": 120}, {""dimension_values"": [""55-64"", ""F""], ""value"": 21}, {""dimension_values"": [""65+"", ""F""], ""value"": 19}, {""dimension_values"": [""13-17"", ""M""], ""value"": 3}, {""dimension_values"": [""18-24"", ""M""], ""value"": 47}, {""dimension_values"": [""25-34"", ""M""], ""value"": 361}, {""dimension_values"": [""35-44"", ""M""], ""value"": 191}, {""dimension_values"": [""45-54"", ""M""], ""value"": 44}, {""dimension_values"": [""55-64"", ""M""], ""value"": 18}, {""dimension_values"": [""65+"", ""M""], ""value"": 8}, {""dimension_values"": [""13-17"", ""U""], ""value"": 3}, {""dimension_values"": [""18-24"", ""U""], ""value"": 70}, {""dimension_values"": [""25-34"", ""U""], ""value"": 510}, {""dimension_values"": [""35-44"", ""U""], ""value"": 145}, {""dimension_values"": [""45-54"", ""U""], ""value"": 33}, {""dimension_values"": [""55-64"", ""U""], ""value"": 11}, {""dimension_values"": [""65+"", ""U""], ""value"": 2}]}]}}]}","{""data"": [{""description"": ""国、都市、性別の分布を含む、フォロワーの利用者層データの特性です。"", ""id"": ""17841401856422086/insights/follower_demographics/lifetime"", ""name"": ""follower_demographics"", ""period"": ""lifetime"", ""title"": ""フォロワーの利用者層データ"", ""total_value"": {""breakdowns"": [{""dimension_keys"": [""country""], ""results"": [{""dimension_values"": [""DE""], ""value"": 2}, {""dimension_values"": [""BD""], ""value"": 2}, {""dimension_values"": [""NP""], ""value"": 3}, {""dimension_values"": [""RU""], ""value"": 7}, {""dimension_values"": [""HK""], ""value"": 15}, {""dimension_values"": [""TW""], ""value"": 29}, {""dimension_values"": [""JO""], ""value"": 1}, {""dimension_values"": [""JP""], ""value"": 92}, {""dimension_values"": [""FR""], ""value"": 3}, {""dimension_values"": [""SA""], ""value"": 7}, {""dimension_values"": [""BR""], ""value"": 6}, {""dimension_values"": [""MA""], ""value"": 3}, {""dimension_values"": [""SG""], ""value"": 11}, {""dimension_values"": [""DZ""], ""value"": 2}, {""dimension_values"": [""KE""], ""value"": 3}, {""dimension_values"": [""GB""], ""value"": 3}, {""dimension_values"": [""ID""], ""value"": 6786}, {""dimension_values"": [""KH""], ""value"": 9}, {""dimension_values"": [""EC""], ""value"": 1}, {""dimension_values"": [""MK""], ""value"": 1}, {""dimension_values"": [""US""], ""value"": 63}, {""dimension_values"": [""EG""], ""value"": 3}, {""dimension_values"": [""AE""], ""value"": 4}, {""dimension_values"": [""CH""], ""value"": 1}, {""dimension_values"": [""IN""], ""value"": 9}, {""dimension_values"": [""KR""], ""value"": 6}, {""dimension_values"": [""IQ""], ""value"": 2}, {""dimension_values"": [""IR""], ""value"": 2}, {""dimension_values"": [""CN""], ""value"": 1}, {""dimension_values"": [""MX""], ""value"": 2}, {""dimension_values"": [""IT""], ""value"": 5}, {""dimension_values"": [""MY""], ""value"": 61}, {""dimension_values"": [""ES""], ""value"": 5}, {""dimension_values"": [""KZ""], ""value"": 3}, {""dimension_values"": [""AR""], ""value"": 3}, {""dimension_values"": [""AU""], ""value"": 13}, {""dimension_values"": [""TH""], ""value"": 14}, {""dimension_values"": [""PE""], ""value"": 1}, {""dimension_values"": [""CZ""], ""value"": 2}, {""dimension_values"": [""TL""], ""value"": 2}, {""dimension_values"": [""PH""], ""value"": 9}, {""dimension_values"": [""VN""], ""value"": 25}, {""dimension_values"": [""NG""], ""value"": 7}, {""dimension_values"": [""PK""], ""value"": 5}, {""dimension_values"": [""TR""], ""value"": 3}]}]}}]}",japaholic.id
