Profile;Social network;Number of Likes;Number of comments;Reactions, Comments & Shares;Post interaction rate;Reach per post;Interactions per impression/view;Post comments negative sentiment share;Profile-ID;Link;Image Link;
"Ride Dunlop Indonesia";INSTAGRAM;128.0;1.0;141.0;0.0814852094131878;;;;17841480661301780;https://app.fanpagekarma.com/discovery/INSTAGRAM/17841480661301780;https://scontent-ord5-2.xx.fbcdn.net/v/t51.82787-15/631864287_17846097150688711_4627535477062973853_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=7d201b&_nc_eui2=AeGGgrXtJr9u0mcculw-9N5DsMUpB1FDziCwxSkHUUPOIKAFX3j30whxJRhdU6UFRQWAIbc2ZqsatWWYQlvifYx5&_nc_ohc=tWmJhpt5rwsQ7kNvwE2iamT&_nc_oc=Adov5lxhTaURLOAXyEnleK0uYyueh7NempVejkgC6On9rbdV9yeHdeUyiF2Z1S20Kp0&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&edm=AL-3X8kEAAAA&_nc_gid=1opN6wPsHAr3nDTLkne9ow&oh=00_AQBzKM5ATYZ0VWGitTR3Bw0B3NSubq_aOfcjepio_xGFhg&oe=6A490AAD;
