Profile;Social network;Sentiment of posts;Profile-ID;Post-ID;Link;Image Link;
"negative";null;2.0;NEGATIVE;null;null;
"neutral";null;2.0;NEUTRAL;null;null;
"positive";null;2.0;POSITIVE;null;null;
