Profile;Social network;Number of Likes;Number of comments;Reactions, Comments & Shares;Post interaction rate;Reach per post;Interactions per impression/view;Post comments negative sentiment share;Profile-ID;Link;Image Link;
"DUNLOP Tyres Indonesia";TIKTOK;331.0;4.0;357.0;0.001248754873293146;3374.304347826087;0.004349203255201988;0.0;7202537760892634139;https://app.fanpagekarma.com/discovery/TIKTOK/7202537760892634139;https://storage-download.googleapis.com/networkimage/tt/7202537760892634139/avatar_7202537760892634139.jpg;
