"Awal pelaporan","Akhir pelaporan","Nama iklan",Usia,"Jenis kelamin","Penayangan iklan",Hasil,"Indikator Hasil","Biaya per Hasil","Anggaran Set Iklan","Jenis Anggaran Set Iklan","Jumlah yang dibelanjakan (IDR)",Impresi,Jangkauan,Berakhir,"Pengaturan atribusi",Tawaran,"Jenis tawaran","Editan Signifikan Terakhir","Peringkat kualitas","Peringkat nilai interaksi","Peringkat nilai konversi","Nama set iklan",Reaction/Reach,"Interaksi postingan","Klik tautan","CTR (rasio klik tayang tautan)",Frekuensi,"Pengikut Instagram","Interaksi Halaman","Hasil (awal)","Indikator hasil (awal)"
2026-07-01,2026-07-31,"Punya Peran Masing-masing",25-34,male,inactive,53703,reach,1769.67767164,50000,Harian,95037,69421,53703,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.0003538,38,2,0.002881,1.292684,0,38,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",25-34,unknown,inactive,337,reach,1845.69732938,50000,Harian,622,465,337,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.379822,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",35-44,female,inactive,7211,reach,1814.72749965,50000,Harian,13086,9778,7211,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00041603,3,,,1.355984,0,3,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",35-44,male,inactive,31081,reach,1854.70222966,50000,Harian,57646,42916,31081,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00048261,25,1,0.00233,1.380779,0,25,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",35-44,unknown,inactive,151,reach,1774.83443709,50000,Harian,268,207,151,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.370861,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",45-54,female,inactive,9038,reach,1908.0548794,50000,Harian,17245,12898,9038,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00044258,7,,,1.427086,0,7,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",45-54,male,inactive,26505,reach,1918.24184116,50000,Harian,50843,37976,26505,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00041502,22,1,0.002633,1.432786,0,22,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",45-54,unknown,inactive,117,reach,1777.77777778,50000,Harian,208,158,117,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00854701,1,,,1.350427,0,1,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",55-64,female,inactive,4411,reach,1877.80548628,50000,Harian,8283,6284,4411,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00068012,3,,,1.42462,0,3,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",55-64,male,inactive,11457,reach,2006.80806494,50000,Harian,22992,17196,11457,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00069826,11,,,1.500916,0,11,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",55-64,unknown,inactive,44,reach,2159.09090909,50000,Harian,95,69,44,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.568182,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",65+,female,inactive,2580,reach,1877.90697674,50000,Harian,4845,3609,2580,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00077519,3,1,0.027709,1.398837,0,3,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",65+,male,inactive,8488,reach,1911.52214892,50000,Harian,16225,12001,8488,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00035344,3,,,1.413878,0,3,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",65+,unknown,inactive,57,reach,1736.84210526,50000,Harian,99,74,57,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.298246,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",Unknown,male,inactive,3,reach,1000,50000,Harian,3,3,3,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",18-24,female,inactive,194,reach,1484.53608247,50000,Harian,288,204,194,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.051546,0,,,
2026-07-01,2026-07-31,"Nobar Bola",18-24,male,inactive,870,reach,1482.75862069,50000,Harian,1290,889,870,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.021839,0,1,,
2026-07-01,2026-07-31,"Nobar Bola",18-24,unknown,inactive,5,reach,1200,50000,Harian,6,5,5,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",25-34,female,inactive,379,reach,1469.65699208,50000,Harian,557,385,379,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.015831,0,,,
2026-07-01,2026-07-31,"Nobar Bola",25-34,male,inactive,2762,reach,1479.00072411,50000,Harian,4085,2847,2762,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.030775,0,,,
2026-07-01,2026-07-31,"Nobar Bola",25-34,unknown,inactive,15,reach,1600,50000,Harian,24,15,15,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",35-44,female,inactive,263,reach,1566.53992395,50000,Harian,412,275,263,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.045627,0,,,
2026-07-01,2026-07-31,"Nobar Bola",35-44,male,inactive,1865,reach,1514.20911528,50000,Harian,2824,1948,1865,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00053619,1,,,1.044504,0,1,,
2026-07-01,2026-07-31,"Nobar Bola",35-44,unknown,inactive,9,reach,1444.44444444,50000,Harian,13,9,9,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",45-54,female,inactive,435,reach,1526.43678161,50000,Harian,664,450,435,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.034483,0,1,,
2026-07-01,2026-07-31,"Nobar Bola",45-54,male,inactive,1918,reach,1541.18873827,50000,Harian,2956,2054,1918,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.070907,0,,,
2026-07-01,2026-07-31,"Nobar Bola",45-54,unknown,inactive,4,reach,1250,50000,Harian,5,4,4,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",55-64,female,inactive,217,reach,1566.8202765,50000,Harian,340,229,217,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.0553,0,,,
2026-07-01,2026-07-31,"Nobar Bola",55-64,male,inactive,820,reach,1530.48780488,50000,Harian,1255,903,820,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00121951,2,,,1.10122,0,2,,
2026-07-01,2026-07-31,"Nobar Bola",55-64,unknown,inactive,3,reach,1333.33333333,50000,Harian,4,3,3,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",65+,female,inactive,141,reach,1489.36170213,50000,Harian,210,152,141,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.078014,0,1,,
2026-07-01,2026-07-31,"Nobar Bola",65+,male,inactive,717,reach,1721.05997211,50000,Harian,1234,783,717,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.09205,0,,,
2026-07-01,2026-07-31,"Nobar Bola",65+,unknown,inactive,3,reach,1333.33333333,50000,Harian,4,3,3,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",25-34,female,not_delivering,2,profile_visit_view,56.5,"Menggunakan anggaran kampanye",0,113,7,7,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,3,1,14.285714,1,0,3,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",25-34,male,not_delivering,,,,"Menggunakan anggaran kampanye",0,110,14,14,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,4,,,1,0,4,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",35-44,female,not_delivering,,,,"Menggunakan anggaran kampanye",0,93,6,6,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,2,,,1,0,2,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",35-44,male,not_delivering,,,,"Menggunakan anggaran kampanye",0,1130,13,13,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,6,,,1,0,6,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",45-54,female,not_delivering,,,,"Menggunakan anggaran kampanye",0,227,12,12,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,6,,,1,0,6,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",45-54,male,not_delivering,,,,"Menggunakan anggaran kampanye",0,203,12,11,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,4,,,1.090909,0,4,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",55-64,female,not_delivering,,,,"Menggunakan anggaran kampanye",0,326,8,8,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,5,,,1,0,5,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",55-64,male,not_delivering,2,profile_visit_view,216,"Menggunakan anggaran kampanye",0,432,15,15,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,14,3,20,1,0,14,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",65+,female,not_delivering,,,,"Menggunakan anggaran kampanye",0,108,5,5,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,3,,,1,0,3,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",65+,male,not_delivering,,,,"Menggunakan anggaran kampanye",0,128,4,4,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",25-34,female,not_delivering,346,profile_visit_view,337.53468208,"Menggunakan anggaran kampanye",0,116787,33731,28451,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00070296,363,342,1.013904,1.185582,1,363,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",25-34,male,not_delivering,680,profile_visit_view,343.12352941,"Menggunakan anggaran kampanye",0,233324,66554,54492,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00082581,747,702,1.054783,1.221354,3,747,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",25-34,unknown,not_delivering,7,profile_visit_view,393.57142857,"Menggunakan anggaran kampanye",0,2755,808,681,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00146843,9,8,0.990099,1.18649,0,9,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",35-44,female,not_delivering,134,profile_visit_view,348.93283582,"Menggunakan anggaran kampanye",0,46757,13026,11108,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00090025,144,134,1.028712,1.172668,1,144,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",35-44,male,not_delivering,204,profile_visit_view,338.67156863,"Menggunakan anggaran kampanye",0,69089,17924,15040,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00079787,223,210,1.171613,1.191755,2,223,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",35-44,unknown,not_delivering,4,profile_visit_view,165,"Menggunakan anggaran kampanye",0,660,186,155,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,3,3,1.612903,1.2,0,3,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",45-54,female,not_delivering,68,profile_visit_view,351.89705882,"Menggunakan anggaran kampanye",0,23929,6759,5574,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00125583,77,69,1.020861,1.212594,1,77,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",45-54,male,not_delivering,72,profile_visit_view,430.27777778,"Menggunakan anggaran kampanye",0,30980,8149,6786,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00088417,85,79,0.969444,1.200855,0,85,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",45-54,unknown,not_delivering,1,profile_visit_view,242,"Menggunakan anggaran kampanye",0,242,84,71,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,1,1,1.190476,1.183099,0,1,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",55-64,female,not_delivering,17,profile_visit_view,459.29411765,"Menggunakan anggaran kampanye",0,7808,1802,1505,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.0013289,20,18,0.99889,1.197342,0,20,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",55-64,male,not_delivering,26,profile_visit_view,467.73076923,"Menggunakan anggaran kampanye",0,12161,2524,2069,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00241663,34,29,1.14897,1.219913,0,36,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",55-64,unknown,not_delivering,,,,"Menggunakan anggaran kampanye",0,67,19,17,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1.117647,0,,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",65+,female,not_delivering,14,profile_visit_view,453.57142857,"Menggunakan anggaran kampanye",0,6350,1710,1392,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00143678,15,13,0.760234,1.228448,0,15,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",65+,male,not_delivering,28,profile_visit_view,420.78571429,"Menggunakan anggaran kampanye",0,11782,3180,2638,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00037908,30,29,0.91195,1.205459,0,30,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",65+,unknown,not_delivering,,,,"Menggunakan anggaran kampanye",0,82,34,32,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1.0625,0,,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Unknown,female,not_delivering,,,,"Menggunakan anggaran kampanye",0,2,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Unknown,male,not_delivering,,,,"Menggunakan anggaran kampanye",0,3,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Unknown,unknown,not_delivering,12,profile_visit_view,0,"Menggunakan anggaran kampanye",0,0,0,0,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",,,,,0,0,,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,female,inactive,2053,profile_visit_view,299.18704335,"Menggunakan anggaran kampanye",0,614231,123000,99674,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00059193,2120,2053,1.669106,1.234023,0,2120,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,male,inactive,1755,profile_visit_view,315.89116809,"Menggunakan anggaran kampanye",0,554389,137086,105424,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00090112,1862,1760,1.283866,1.30033,4,1862,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,unknown,inactive,20,profile_visit_view,263.1,"Menggunakan anggaran kampanye",0,5262,1328,1066,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00281426,24,21,1.581325,1.245779,0,24,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,female,inactive,605,profile_visit_view,326.52231405,"Menggunakan anggaran kampanye",0,197546,31674,25874,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00112082,649,616,1.944813,1.224163,2,649,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,male,inactive,435,profile_visit_view,358.91034483,"Menggunakan anggaran kampanye",0,156126,32177,26096,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00107296,480,446,1.386083,1.233024,1,480,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,unknown,inactive,7,profile_visit_view,146.28571429,"Menggunakan anggaran kampanye",0,1024,260,209,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,6,6,2.307692,1.244019,0,6,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,female,inactive,169,profile_visit_view,366.71005917,"Menggunakan anggaran kampanye",0,61974,10778,8411,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00190227,189,173,1.605122,1.281417,0,189,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,male,inactive,122,profile_visit_view,400.67213115,"Menggunakan anggaran kampanye",0,48882,11031,8736,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.0018315,147,130,1.178497,1.262706,0,147,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,unknown,inactive,2,profile_visit_view,180,"Menggunakan anggaran kampanye",0,360,107,92,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,2,2,1.869159,1.163043,0,2,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,female,inactive,71,profile_visit_view,293.85915493,"Menggunakan anggaran kampanye",0,20864,3235,2691,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00148644,73,69,2.132921,1.202155,0,73,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,male,inactive,46,profile_visit_view,359.30434783,"Menggunakan anggaran kampanye",0,16528,3290,2680,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.0011194,51,48,1.458967,1.227612,0,51,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,unknown,inactive,,,,"Menggunakan anggaran kampanye",0,213,49,37,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1.324324,0,,,
2026-07-01,2026-07-31,"Aldi Taher",65+,female,inactive,35,profile_visit_view,374.28571429,"Menggunakan anggaran kampanye",0,13100,2589,2148,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.0018622,41,37,1.429123,1.205307,0,41,,
2026-07-01,2026-07-31,"Aldi Taher",65+,male,inactive,43,profile_visit_view,396.04651163,"Menggunakan anggaran kampanye",0,17030,4260,3409,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00088002,52,47,1.103286,1.249633,1,52,,
2026-07-01,2026-07-31,"Aldi Taher",65+,unknown,inactive,1,profile_visit_view,163,"Menggunakan anggaran kampanye",0,163,40,33,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,1,1,2.5,1.212121,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",Unknown,female,inactive,,,,"Menggunakan anggaran kampanye",0,29,4,4,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Unknown,male,inactive,,,,"Menggunakan anggaran kampanye",0,30,8,8,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Unknown,unknown,inactive,13,profile_visit_view,0,"Menggunakan anggaran kampanye",0,0,0,0,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",,,,,0,0,,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,female,inactive,9884,reach,2446.68150546,50000,Harian,24183,17322,9884,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00050587,5,,,1.752529,0,5,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,male,inactive,20697,reach,2429.72411461,50000,Harian,50288,36173,20697,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00024158,8,,,1.747741,0,8,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,unknown,inactive,142,reach,2443.66197183,50000,Harian,347,247,142,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.739437,0,,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,female,inactive,30901,reach,2326.81790233,50000,Harian,71901,51864,30901,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00061487,25,,,1.678392,0,25,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,male,inactive,92948,reach,2419.26668675,50000,Harian,224866,161655,92948,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00051642,60,5,0.003093,1.739198,0,60,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,unknown,inactive,540,reach,2314.81481481,50000,Harian,1250,907,540,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00185185,1,,,1.67963,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,female,inactive,31067,reach,2271.0593234,50000,Harian,70555,51318,31067,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00064377,21,1,0.001949,1.651849,0,21,,
